"ID" "CONTEXT" "NKJP" "Pantera" "WMBT" "WCRFT" "Concraft"
87328 "samą porę . - A , >>to<< pan komisarz - wyszczerzył spróchniałe " "pred" "conj" "conj" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
87382 "doliczyć okablowanie i opłaty dla TP >>SA<< . Po uroczystym pasowaniu na " "subst:sg:nom:f" "ign" "ign" "subst:sg:gen:f" "subst:sg:gen:f"
87420 "dawnego Tepperowskiego pałacu . Ludzieee , >>la-bo-ga<< ! . . W jej " "interj" "subst:sg:nom:n" "subst:sg:acc:n" "subst:sg:nom:n" "subst:sg:acc:n"
87435 "od łez rozmazanych i czerwonej , >>tężały<< w osłupieniu szkliste , bladoniebieskie " "praet:pl:n:imperf:nagl,praet:pl:n:imperf:agl" "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl" "praet:pl:m3:imperf:agl,praet:pl:m3:imperf:nagl" "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl" "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl"
87465 "podług miary komisarskiego trudu . Ambroży >>Mrowięc<< nie pierwszy raz przestępował płaski " "subst:sg:nom:m1" "ign" "ign" "subst:sg:gen:m1" "qub:wok,qub:nwok"
87472 "nie pierwszy raz przestępował płaski ; >>wydeptany<< próg tego ganku . Auto " "ppas:sg:acc:m3:perf:aff" "ppas:sg:nom:m3:perf:aff" "ppas:sg:nom:m3:perf:aff" "ppas:sg:nom:m3:perf:aff" "ppas:sg:nom:m3:perf:aff"
87473 "pierwszy raz przestępował płaski ; wydeptany >>próg<< tego ganku . Auto prowadzi " "subst:sg:acc:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3"
87477 "; wydeptany próg tego ganku . >>Auto<< prowadzi się pewnie , a " "subst:sg:acc:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n"
87480 "tego ganku . Auto prowadzi się >>pewnie<< , a zawieszenie pracuje komfortowo " "adv:pos" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
87607 "stara . – i że kuchnię >>właściwie<< też nam zrobią . to " "qub:wok,qub:nwok" "adv:pos" "adv:pos" "adv:pos" "adv:pos"
87620 "jest tutaj ta szafa . – >>praktycznie<< ten cały ten pokój . " "qub:wok,qub:nwok" "adv:pos" "adv:pos" "adv:pos" "adv:pos"
87626 "praktycznie ten cały ten pokój . >>to<< praktycznie nie mamy mebli . " "qub:wok,qub:nwok" "subst:sg:nom:n" "qub:wok,qub:nwok" "conj" "conj"
87627 "ten cały ten pokój . to >>praktycznie<< nie mamy mebli . wniesionych " "qub:wok,qub:nwok" "adv:pos" "adv:pos" "adv:pos" "adv:pos"
87642 ". – wiesz . no drożej >>wyszedł<< niż cały ten . biurko " "praet:sg:m3:perf:agl,praet:sg:m3:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl"
87652 ". biurko z półką . – >>uhm<< . Prezentowano też nowinki , " "qub:wok,qub:nwok" "interj" "interj" "interj" "interj"
87660 "Prezentowano też nowinki , np . >>system<< automatycznej rezerwacji turystycznej . Teraz " "subst:sg:acc:m3" "subst:pl:gen:f" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3"
87693 "oraz kontrolowanie wyników ostrzału rakietowego . >>Kurwa<< jego mać , strzelił do " "subst:sg:nom:f" "ign" "ign" "subst:sg:nom:m1" "subst:sg:nom:m1"
87706 "do mnie ! ! ! I >>pomni<< się , że w monogamicznej " "fin:sg:ter:perf" "adj:pl:nom:m1:pos" "fin:sg:ter:imperf" "fin:sg:ter:imperf" "fin:sg:ter:imperf"
87715 "że w monogamicznej monotonii miewało się >>sny<< erotyczne z tłumnym udziałem anonimowych " "subst:pl:acc:m3" "subst:pl:nom:m3" "subst:pl:nom:m3" "subst:pl:nom:m3" "subst:pl:nom:m3"
87716 "w monogamicznej monotonii miewało się sny >>erotyczne<< z tłumnym udziałem anonimowych statystów " "adj:pl:acc:m3:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:m3:pos"
87826 ", a więc dotyczy wszystkich kwestii >>związanych<< z ruchem pocisku od momentu " "adj:pl:gen:f:pos" "ppas:pl:gen:n:perf:aff" "ppas:pl:gen:f:perf:aff" "ppas:pl:gen:f:perf:aff" "ppas:pl:gen:f:perf:aff"
87857 "- epidemiologicznej w plastikowym worku . >>Cieki<< : młode - żółtawe ( " "subst:pl:nom:n" "subst:pl:nom:m3" "subst:pl:nom:m3" "subst:pl:nom:m3" "subst:pl:nom:m3"
87870 "pierwszej zimy ) , stare - >>niebieskawoszare<< ( sine ) . Upierzenie " "adj:pl:nom:n:pos" "ign" "ign" "adj:sg:nom:m3:pos" "adj:sg:nom:n:pos"
87872 ") , stare - niebieskawoszare ( >>sine<< ) . Upierzenie głowy : " "adj:pl:nom:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos"
87914 "jest zabezpieczona . Słonka żywi się >>głównie<< dżdżownicami , muchami , larwami " "qub:wok,qub:nwok" "adv:pos" "adv:pos" "adv:pos" "adv:pos"
87925 "larwami i wszelkiego rodzaju owadami , >>które<< wyszukuje grzebiąc dziobem w liściach " "adj:pl:acc:m2:pos" "adj:sg:nom:n:pos" "adj:pl:nom:m2:pos" "adj:pl:nom:m2:pos" "adj:pl:nom:m2:pos"
87935 "w liściach pod drzewami . Poroże >>to<< ma zwykle kształt widłaka lub " "adj:sg:nom:n:pos" "qub:wok,qub:nwok" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n"
87944 "kształt widłaka lub szóstaka ; zrzuca >>je<< na przełomie grudnia - stycznia " "ppron3:pl:acc:n:ter:akc:npraep" "ppron3:pl:acc:m3:ter:akc:npraep" "ppron3:pl:acc:f:ter:akc:npraep" "ppron3:pl:acc:m3:ter:akc:npraep" "ppron3:sg:acc:n:ter:akc:npraep"
87963 "wody do płuc , co powoduje >>niedotlenienie<< i przenikanie wody do krążenia " "ger:sg:acc:n:perf:neg" "subst:sg:acc:n" "subst:sg:acc:n" "subst:sg:acc:n" "subst:sg:acc:n"
88000 ", rzucając 3 - 10 sztuk >>młodych<< . Wpis na listę selekcjonerów " "subst:pl:gen:n" "adj:pl:gen:f:pos" "adj:pl:gen:f:pos" "adj:pl:gen:f:pos" "adj:pl:gen:f:pos"
88051 "się pod uwagę szlachetność formy , >>ukształtowanie<< odnóg , grubość i uperlenie " "subst:sg:acc:n" "subst:sg:nom:n" "ger:sg:nom:n:perf:aff" "ger:sg:nom:n:perf:aff" "subst:sg:nom:n"
88054 "szlachetność formy , ukształtowanie odnóg , >>grubość<< i uperlenie tyk , a " "subst:sg:acc:f" "subst:sg:nom:f" "subst:sg:nom:f" "subst:sg:nom:f" "subst:sg:nom:f"
88056 ", ukształtowanie odnóg , grubość i >>uperlenie<< tyk , a przede wszystkim " "subst:sg:acc:n" "ger:sg:nom:n:perf:aff" "ger:sg:nom:n:perf:aff" "ger:sg:acc:n:perf:aff" "ger:sg:nom:n:perf:aff"
88189 "godziny pełnomocnictwa północnoirlandzkiego rządu autonomicznego . >>PS<< . Jaka telewizja , jakie " "brev:npun" "subst:sg:nom:m3" "brev:pun" "brev:pun" "brev:pun"
88211 "No i co to takiego leżeć >>na<< Potter's Field - zauważył Grzesio " "prep:loc:wok,prep:loc:nwok" "prep:acc:nwok,prep:acc:wok" "prep:acc:nwok,prep:acc:wok" "prep:acc:nwok,prep:acc:wok" "prep:acc:nwok,prep:acc:wok"
88212 "i co to takiego leżeć na >>Potter's<< Field - zauważył Grzesio . " "subst:sg:loc:n" "ign" "ign" "subst:sg:acc:m3" "subst:sg:acc:m3"
88213 "co to takiego leżeć na Potter's >>Field<< - zauważył Grzesio . Moje " "subst:sg:loc:n" "subst:sg:acc:m3" "subst:sg:nom:m3" "subst:sg:acc:m3" "subst:sg:acc:m3"
88336 "Czyli , znakiem tego , uważasz >>Kapustową<< za niebezpieczną czarownicę . . " "subst:sg:acc:f" "ign" "ign" "subst:sg:acc:m1" "adj:sg:acc:f:pos"
88481 "nie martwiła , bo takie rzeczy >>reżyser<< się same , trzeba tylko " "fin:pl:ter:imperf" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1"
88606 "Reutera , w mieście przebywa od >>półtora<< do pięciu tysięcy bojowników czeczeńskich " "subst:sg:gen:n" "num:sg:gen:m1:rec" "num:sg:gen:m1:rec" "num:sg:gen:n:rec" "num:sg:acc:m1:rec"
88656 "Berger , rzecznik łódzkiej policji . >>Żółwia<< ( do 1945 Papiermühle ) " "subst:sg:nom:f" "subst:sg:gen:m3" "subst:sg:acc:m2" "adj:sg:nom:f:pos" "adj:sg:nom:f:pos"
88660 "policji . Żółwia ( do 1945 >>Papiermühle<< ) – przysiółek wsi Budno " "subst:sg:nom:n" "ign" "ign" "subst:sg:gen:m3" "subst:sg:gen:m3"
88679 "Równiny Nowogardzkiej , przy drodze nr >>113<< prowadzącej do Maszewa , nieopodal " "num:pl:nom:m3:rec" "ign" "ign" "num:pl:nom:f:rec" "num:pl:nom:f:rec"
88750 ", popijając brandy , oczekuje na >>spotkanie<< z żywiołem . A jednak " "ger:sg:acc:n:perf:aff" "subst:sg:acc:n" "subst:sg:acc:n" "subst:sg:acc:n" "subst:sg:acc:n"
88755 "na spotkanie z żywiołem . A >>jednak<< zawsze , gdy odwiedzał em " "qub:wok,qub:nwok" "conj" "conj" "conj" "conj"
88767 "go w miejskim szpitalu , uśmiech >>znowu<< pojawiał się na jego twarzy " "adv:pos,adv:com,adv:sup" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
88780 "już nie taki bezrozumny czy też >>udający<< rozpoznanie , i widać było " "pact:sg:nom:m3:imperf:aff" "pact:sg:nom:m1:imperf:aff" "pact:sg:nom:m1:imperf:aff" "pact:sg:acc:m3:imperf:aff" "pact:pl:nom:m1:imperf:aff"
88781 "nie taki bezrozumny czy też udający >>rozpoznanie<< , i widać było , " "ger:sg:acc:n:perf:aff" "subst:sg:acc:n" "subst:sg:acc:n" "subst:sg:acc:n" "subst:sg:nom:n"
88816 "bilet lub zaproszenie . Mylili śmy >>je<< z kulistymi piorunami i z " "ppron3:pl:acc:f:ter:akc:npraep" "ppron3:pl:acc:m3:ter:akc:npraep" "ppron3:pl:acc:m3:ter:akc:npraep" "ppron3:pl:acc:m3:ter:akc:npraep" "ppron3:pl:acc:m3:ter:akc:npraep"
88869 "– no ale wiesz co tutaj >>to<< jest jakby niedobre z jednej " "subst:sg:nom:n" "pred" "qub:wok,qub:nwok" "pred" "pred"
88953 ". Woła szamesa . Nadawszy do >>New<< Yorku testament , mister Dawid " "subst:sg:gen:m3" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f"
88955 "szamesa . Nadawszy do New Yorku >>testament<< , mister Dawid Ligslay po " "subst:sg:acc:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3"
88996 "bardzo chce pozbyć się onego mruka >>jako<< i my wszyscy . Dużo " "adv:pos,adv:com,adv:sup" "conj" "conj" "conj" "conj"
89038 "boksów tak ? – tak bo >>rze<< rzeczywiście tak jest – trudno " "qub:wok,qub:nwok" "ign" "ign" "adv:pos" "adv:pos"
89039 "tak ? – tak bo rze >>rzeczywiście<< tak jest – trudno też " "qub:wok,qub:nwok" "adv:pos" "adv:pos" "adv:pos" "adv:pos"
89055 "wszystkie sprawy bo rozumiem że strony >>związane<< z z pornografią dziecięcą z " "adj:pl:acc:f:pos" "ppas:pl:acc:f:perf:aff" "ppas:pl:nom:f:perf:aff" "ppas:pl:nom:f:perf:aff" "ppas:pl:nom:f:perf:aff"
89060 "strony związane z z pornografią dziecięcą >>z<< tego typu sprawami można uznać " "prep:inst:nwok" "prep:gen:nwok" "prep:gen:nwok" "prep:gen:nwok" "prep:gen:nwok"
89067 "tego typu sprawami można uznać za >>złe<< ale ludzie mają różne potrzeby " "adj:pl:acc:f:pos" "adj:sg:acc:n:pos" "adj:sg:acc:n:pos" "adj:sg:acc:n:pos" "adj:sg:acc:n:pos"
89098 ", historii i sztuki . Powiat >>Kartuzy<< w ramach pomocy zaoferował 10000 " "subst:pl:nom:n" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f"
89102 ". Powiat Kartuzy w ramach pomocy >>zaoferował<< 10000 zł z przeznaczeniem na " "praet:sg:m3:perf:agl,praet:sg:m3:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl"
89112 "przeznaczeniem na pokrycie kosztów zakupu płyt >>jumbo<< w celu utwardzenia dojść i " "subst:sg:nom:n" "ign" "ign" "subst:sg:nom:m3" "adj:pl:gen:f:pos"
89116 "zakupu płyt jumbo w celu utwardzenia >>dojść<< i parkingów . 0 , " "subst:pl:gen:n" "inf:perf" "inf:perf" "inf:perf" "inf:perf"
89120 "celu utwardzenia dojść i parkingów . >>0<< , nie Etiuda rewolucyjna , " "interj" "ign" "ign" "num:pl:nom:n:rec" "subst:sg:nom:n"
89127 ", nie Etiuda rewolucyjna , za >>trudne<< do wykonania . Lecz nikt " "adj:sg:nom:n:pos" "adj:pl:acc:m3:pos" "adj:sg:acc:n:pos" "adj:sg:acc:n:pos" "adj:pl:nom:m3:pos"
89179 "o postępach w planowaniu akcji ! >>Co<< wojsko , to wojsko ! " "comp" "subst:sg:acc:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n"
89182 "planowaniu akcji ! Co wojsko , >>to<< wojsko ! Komendant wyglądał strasznie " "conj" "pred" "conj" "pred" "pred"
89214 "że tylko media takie bardzo szybkie >>informacyjne<< mogły twierdzić że są wakacje " "adj:pl:nom:n:pos" "adj:pl:nom:f:pos" "adj:pl:acc:f:pos" "adj:pl:nom:f:pos" "adj:pl:nom:f:pos"
89215 "tylko media takie bardzo szybkie informacyjne >>mogły<< twierdzić że są wakacje bo " "praet:pl:n:imperf:nagl,praet:pl:n:imperf:agl" "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl" "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl" "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl" "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl"
89223 "że są wakacje bo myślę że >>pozostałe<< była taka dynamika przecież . " "adj:pl:nom:n:pos" "adj:pl:nom:f:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos" "adj:pl:nom:f:pos"
89329 "wysokie wymagania także jeśli chodzi o >>utrzymanie<< budynków i infrastruktury . Dla " "subst:sg:acc:n" "ger:sg:acc:n:perf:aff" "ger:sg:acc:n:perf:aff" "ger:sg:acc:n:perf:aff" "ger:sg:acc:n:perf:aff"
89335 "utrzymanie budynków i infrastruktury . Dla >>mnie<< po prostu Irena . Czy " "ppron12:sg:gen:f:pri:akc" "ppron12:sg:gen:m1:pri:akc" "ppron12:sg:gen:m1:pri:akc" "ppron12:sg:gen:m1:pri:akc" "ppron12:sg:gen:m1:pri:akc"
89387 "niszczeniem w czasie dużych opadów . >>sześćdziesiąt<< pięć wystarczy żeby nie była " "num:pl:nom:m3:rec" "num:pl:nom:m2:rec" "num:pl:acc:m3:rec" "num:pl:nom:m2:rec" "num:pl:nom:m2:rec"
89388 "w czasie dużych opadów . sześćdziesiąt >>pięć<< wystarczy żeby nie była równa " "num:pl:nom:m3:rec" "num:pl:nom:m2:rec" "num:pl:acc:m3:rec" "num:pl:nom:m2:rec" "num:pl:nom:f:rec"
89428 "równo – z podkrojem i rękawek >>doszywany<< . . – mhm no " "adj:sg:nom:m3:pos" "ppas:sg:nom:m3:imperf:aff" "ppas:sg:nom:m3:imperf:aff" "ppas:sg:nom:m3:imperf:aff" "ppas:sg:nom:m3:imperf:aff"
89443 "osoba która chodzi cały czas w >>adidasie<< riboku najki i tak dalej " "subst:sg:loc:m2" "subst:sg:loc:m3" "subst:sg:loc:m3" "subst:sg:loc:m3" "subst:sg:loc:m3"
89444 "która chodzi cały czas w adidasie >>riboku<< najki i tak dalej – " "subst:sg:loc:m2" "ign" "ign" "adj:sg:gen:m3:pos" "subst:sg:gen:m3"
89445 "chodzi cały czas w adidasie riboku >>najki<< i tak dalej – weź " "subst:sg:loc:n" "ign" "ign" "subst:sg:gen:m3" "subst:sg:gen:f"
89467 "i co i i pod samochód >>wleciał<< ? Ela wieczorem posprzątała – " "praet:sg:m2:perf:agl,praet:sg:m2:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m3:perf:agl,praet:sg:m3:perf:nagl" "praet:sg:m3:perf:agl,praet:sg:m3:perf:nagl"
89521 "pospiesznie je zapinając , kaleczy sobie >>fiutka<< zamkiem błyskawicznym , syczy z " "subst:sg:acc:m2" "ign" "ign" "adj:sg:inst:m3:pos" "subst:sg:nom:f"
89533 "bólu , otwiera drzwi i w >>niedopiętych<< gaciach staje przed Ojcem we " "ppas:pl:loc:n:perf:neg" "ppas:pl:loc:f:perf:neg" "ppas:pl:loc:f:perf:neg" "ppas:pl:loc:f:perf:neg" "ppas:pl:loc:f:perf:neg"
89574 ", depresja to nic innego , >>jak<< bezdomność , na depresję cierpią " "prep:nom:wok,prep:nom:nwok" "adv:pos" "prep:nom:wok,prep:nom:nwok" "conj" "conj"
89626 "to nie nie ja miała m >>tą<< inną ci o tej samotnej " "adj:sg:acc:f:pos" "adj:sg:inst:f:pos" "adj:sg:inst:f:pos" "adj:sg:inst:f:pos" "adj:sg:inst:f:pos"
89645 "– za za za tego za >>dużo<< nie ? – chodź tu " "num:pl:nom:n:rec" "num:pl:acc:m3:rec" "adv:pos" "num:pl:acc:n:rec" "adv:pos"
89707 "konfidentem , a poda się za >>pokrzywdzoną<< , grozi jej kara za " "ppas:sg:acc:f:perf:aff" "subst:sg:acc:f" "subst:sg:inst:f" "subst:sg:acc:f" "subst:sg:acc:f"
89717 "kara za wprowadzenie w błąd pracownika >>IPN<< . Czarne szafy , pełne " "subst:sg:gen:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:acc:m3" "subst:sg:nom:m3"
89757 "ze stojącą na nim czaszką i >>dwa<< fotele . - Tak myślisz " "num:pl:nom:m3:congr" "num:pl:acc:m3:congr" "num:pl:acc:m3:congr" "num:pl:acc:m3:congr" "num:pl:acc:m3:congr"
89758 "stojącą na nim czaszką i dwa >>fotele<< . - Tak myślisz ? " "subst:pl:nom:m3" "subst:pl:acc:m3" "subst:pl:acc:m3" "subst:pl:acc:m3" "subst:pl:acc:m3"
89764 "fotele . - Tak myślisz ? >>A<< daj mi pan święty spokój " "qub:wok,qub:nwok" "conj" "conj" "conj" "conj"
89765 ". - Tak myślisz ? A >>daj<< mi pan święty spokój ! " "impt:sg:sec:perf" "ign" "ign" "subst:sg:nom:m1" "adv:pos,adv:com,adv:sup"
89848 ", bez żadnych reguł , i >>to<< jeszcze lewostronnie . 1 . " "qub:wok,qub:nwok" "pred" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:acc:n"
89860 "W związku z wykonywaniem swoich zadań >>WSI<< zapewniają ochronę danych identyfikujących żołnierzy " "subst:pl:nom:n" "subst:sg:gen:n" "subst:sg:gen:n" "subst:sg:gen:n" "subst:sg:gen:f"
89876 "o których mowa w art . >>35<< ust . 1 , form " "adj:sg:loc:m3:pos" "ign" "ign" "adj:sg:gen:n:pos" "num:pl:nom:n:rec"
89877 "których mowa w art . 35 >>ust<< . 1 , form , " "brev:pun" "subst:pl:gen:n" "subst:pl:gen:n" "subst:pl:gen:n" "subst:pl:gen:n"
89913 "nie tylko Miller , Jakubowska , >>czy<< Oleksy przejdą pozytywnie weryfikacje . " "conj" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
89928 "wyrzekaniem się czegokolwiek i poświęcaniem . >>3<< . medytacja - &quot; Jestem " "adj:sg:nom:f:pos" "ign" "ign" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos"
89961 "innej roli . Dokończ przedstawione poniżej >>zdania<< pierwszą myślą , która przyjdzie " "subst:pl:acc:n" "subst:sg:gen:n" "subst:pl:nom:n" "subst:sg:gen:n" "subst:sg:gen:n"
89971 "która przyjdzie ci do głowy : >>Wybrał<< rozwój duchowy , aby . " "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "ign" "ign" "subst:sg:nom:m1" "subst:sg:nom:n"
90013 "formułuje się w czasie teraźniejszym . >>Cechy<< , które drażnią cię u " "subst:pl:acc:f" "subst:pl:nom:f" "subst:pl:nom:m3" "subst:pl:nom:f" "subst:pl:nom:f"
90015 "w czasie teraźniejszym . Cechy , >>które<< drażnią cię u innych , " "adj:pl:acc:f:pos" "adj:pl:nom:f:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:f:pos"
90038 ", lecz odkąd zostały przez ciebie >>potępione<< , zamiast wyrażać się na " "ppas:pl:acc:f:perf:aff" "subst:pl:nom:f" "adj:pl:acc:f:pos" "adj:sg:acc:n:pos" "adj:pl:acc:n:pos"
90046 "zamiast wyrażać się na zewnątrz , >>stały<< się mieszkańcami najgłębszych pokładów twej " "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl" "praet:pl:f:perf:agl,praet:pl:f:perf:nagl" "praet:pl:f:perf:agl,praet:pl:f:perf:nagl" "praet:pl:n:perf:agl,praet:pl:n:perf:nagl" "praet:pl:n:imperf:nagl,praet:pl:n:imperf:agl"
90062 ". . . jestem bezpieczny ( >>a<< ) widząc swoją przeszłość . " "adj:sg:nom:f:pos" "conj" "qub:wok,qub:nwok" "conj" "conj"
90080 "urzeczywistnienia Boskości - urzeczywistniać Boskość . >>Nie<< Jej przeciwieństwa , lecz sedno " "conj" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
90082 "- urzeczywistniać Boskość . Nie Jej >>przeciwieństwa<< , lecz sedno - prawdziwą " "subst:pl:acc:n" "subst:sg:gen:n" "subst:sg:gen:n" "subst:sg:gen:n" "subst:sg:gen:n"
90085 ". Nie Jej przeciwieństwa , lecz >>sedno<< - prawdziwą naturę . Daję " "subst:sg:acc:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n"
90110 "posługując się Boską Świadomością . Zaprzestań >>dążenia<< . Przejawiaj ! Twoje zadanie " "ger:sg:gen:n:imperf:aff" "subst:sg:gen:n" "subst:sg:gen:n" "subst:sg:gen:n" "subst:pl:acc:n"
90163 "swej pracy twarz i ręce . >>Jak<< po co ? Wiem , " "adv:pos" "ign" "ign" "subst:sg:nom:m1" "qub:wok,qub:nwok"
90180 "wielu reklam można dostać zatwardzenia ( >>głównie<< mózgu ) , ale bez " "qub:wok,qub:nwok" "adv:pos" "adv:pos" "adv:pos" "adv:pos"
90188 ") , ale bez przesady . >>Jego<< nazwa to KOT KRÓTKOWŁOSY BRYTYJSKI " "ppron3:sg:gen:m2:ter:akc:npraep" "ppron3:sg:gen:m1:ter:akc:npraep" "ppron3:sg:gen:m1:ter:akc:npraep" "ppron3:sg:gen:m3:ter:akc:npraep" "ppron3:sg:gen:m3:ter:akc:npraep"
90194 "Jego nazwa to KOT KRÓTKOWŁOSY BRYTYJSKI >>SZYLKTRETOWY<< . - Bo odpowiadają na " "adj:sg:nom:m2:pos" "ign" "ign" "subst:sg:nom:m2" "subst:sg:nom:m2"
90221 "i zgromadził wszystkie potrzebne papiery . >>Wawrzyn<< . Ostatnie słowa umierającej były " "subst:sg:nom:m1" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3"
90238 "z tym umarła . Galaretki , >>sok<< . Pięknie wyglądają w szkle " "subst:sg:nom:m3" "subst:sg:nom:f" "subst:sg:acc:m3" "subst:sg:gen:f" "subst:sg:acc:m3"
90301 ". Rajcy postanowili więc sprzedać budynek >>spółdzielni<< mieszkaniowej - kupiła go Białogardzka " "subst:sg:dat:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f"
90302 "Rajcy postanowili więc sprzedać budynek spółdzielni >>mieszkaniowej<< - kupiła go Białogardzka Spółdzielnia " "adj:sg:dat:f:pos" "adj:sg:gen:f:pos" "adj:sg:gen:f:pos" "adj:sg:gen:f:pos" "adj:sg:gen:f:pos"
90305 "sprzedać budynek spółdzielni mieszkaniowej - kupiła >>go<< Białogardzka Spółdzielnia Mieszkaniowa . - " "ppron3:sg:acc:m3:ter:nakc:npraep" "ppron3:sg:acc:m1:ter:nakc:npraep" "ppron3:sg:acc:m1:ter:nakc:npraep" "ppron3:sg:acc:m1:ter:nakc:npraep" "ppron3:sg:acc:m1:ter:nakc:npraep"
90321 "głowy - mówią świadkowie . paznokieć >>mi<< się zadź zahacza o ten " "ppron12:sg:dat:f:pri:nakc" "ppron12:sg:dat:m1:pri:nakc" "ppron12:sg:dat:m1:pri:nakc" "ppron12:sg:dat:m1:pri:nakc" "ppron12:sg:dat:m1:pri:nakc"
90323 "mówią świadkowie . paznokieć mi się >>zadź<< zahacza o ten majtki rajtki " "fin:sg:ter:imperf" "ign" "ign" "subst:sg:nom:m1" "subst:sg:nom:n"
90326 "paznokieć mi się zadź zahacza o >>ten<< majtki rajtki mi się zahacza " "qub:wok,qub:nwok" "adj:sg:acc:m3:pos" "adj:sg:acc:m3:pos" "adj:sg:acc:m3:pos" "adj:sg:acc:m3:pos"
90349 ". – nie no na pewno >>tam<< amatorsko nie zawodowo więc . " "qub:wok,qub:nwok" "adv:pos,adv:com,adv:sup" "adv:pos,adv:com,adv:sup" "adv:pos,adv:com,adv:sup" "adv:pos,adv:com,adv:sup"
90395 "tak . W 2002 roku zamiast >>19<< , 30 i 40 proc " "num:pl:gen:m3:rec" "ign" "ign" "num:pl:gen:f:congr" "num:pl:gen:m3:congr"
90397 "W 2002 roku zamiast 19 , >>30<< i 40 proc . obowiązywały " "num:pl:gen:m3:rec" "ign" "ign" "num:pl:nom:f:rec" "num:pl:nom:m3:rec"
90399 "roku zamiast 19 , 30 i >>40<< proc . obowiązywały by stawki " "num:pl:gen:m3:rec" "ign" "ign" "num:pl:nom:f:rec" "num:pl:nom:m3:rec"
90400 "zamiast 19 , 30 i 40 >>proc<< . obowiązywały by stawki 18,5 " "brev:pun" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f"
90405 "40 proc . obowiązywały by stawki >>18,5<< proc . i 37 proc " "num:pl:nom:m3:congr" "ign" "ign" "num:pl:nom:m3:rec" "num:pl:nom:m3:rec"
90406 "proc . obowiązywały by stawki 18,5 >>proc<< . i 37 proc . " "brev:pun" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f"
